UID,i,j,fij
7325,PL12,UKG3,1
7326,RO22,UKG3,1
7328,CZ02,UKH1,1
7329,CZ05,UKH1,1
7330,DE11,UKH1,1
7331,DE12,UKH1,1
7332,DE71,UKH1,2
7333,DEA1,UKH1,3
7334,DEA2,UKH1,3
7335,DEB1,UKH1,1
7336,DEE0,UKH1,1
7337,FR10,UKH1,3
7338,FR22,UKH1,1
7339,FR23,UKH1,1
7340,FR30,UKH1,1
7341,FR71,UKH1,2
7342,HU33,UKH1,1
7343,NL33,UKH1,1
7344,DE13,UKH2,1
7345,DE21,UKH2,1
7346,DE24,UKH2,1
7347,DE30,UKH2,1
7348,DE71,UKH2,2
7349,DE91,UKH2,1
7350,DEA2,UKH2,1
7351,DEB3,UKH2,4
7352,DK03,UKH2,1
7353,ES41,UKH2,1
7354,FR10,UKH2,10
7355,FR26,UKH2,6
7356,FR51,UKH2,1
7357,FR71,UKH2,2
7358,HU32,UKH2,1
7359,ITD3,UKH2,1
7360,ITE1,UKH2,1
7361,ITE3,UKH2,2
7362,PL61,UKH2,1
7363,SE12,UKH2,1
7364,DE11,UKH3,2
7365,DE72,UKH3,1
7366,DEA1,UKH3,2
7367,DEA2,UKH3,1
7368,FR10,UKH3,5
7369,FR53,UKH3,2
7370,FR71,UKH3,1
7371,FR82,UKH3,1
7372,ITD5,UKH3,1
7373,NO04,UKH3,1
7374,BE10,UKI1,1
7375,BG41,UKI1,1
7376,DE30,UKI1,1
7377,DE91,UKI1,1
7378,FR10,UKI1,3
7379,ITE4,UKI1,1
7380,NO01,UKI1,1
7381,DE13,UKI2,1
7382,DE30,UKI2,1
7383,DEA5,UKI2,1
7384,DEB1,UKI2,1
7385,DEB3,UKI2,1
7386,FR10,UKI2,1
7387,PL63,UKI2,1
7388,BE23,UKJ1,2
7389,BE25,UKJ1,2
7390,DE14,UKJ1,2
7391,DE21,UKJ1,2
7392,DE71,UKJ1,1
7393,DE72,UKJ1,1
7394,DE91,UKJ1,2
7395,DEA1,UKJ1,1
7396,DEA2,UKJ1,2
7397,DEB2,UKJ1,1
7398,ES62,UKJ1,1
7399,FR10,UKJ1,7
7400,FR21,UKJ1,1
7401,FR25,UKJ1,1
7402,FR30,UKJ1,1
7403,FR42,UKJ1,1
7404,FR71,UKJ1,3
7405,FR81,UKJ1,1
7406,IE02,UKJ1,1
7407,ITD3,UKJ1,1
7408,ITE1,UKJ1,1
7409,LV00,UKJ1,1
7410,NL23,UKJ1,1
7411,NL33,UKJ1,1
7412,SE33,UKJ1,1
7413,AT33,UKJ2,1
7414,BE23,UKJ2,1
7415,DE12,UKJ2,1
7416,DE13,UKJ2,7
7417,DE21,UKJ2,1
7418,DE27,UKJ2,1
7419,DE42,UKJ2,1
7420,DEA5,UKJ2,2
7421,DEB1,UKJ2,2
7422,ES51,UKJ2,1
7423,ES52,UKJ2,1
7424,FR10,UKJ2,1
7425,FR22,UKJ2,1
7426,FR23,UKJ2,1
7427,FR24,UKJ2,2
7428,FR26,UKJ2,1
7429,FR30,UKJ2,1
7430,FR51,UKJ2,1
7431,FR71,UKJ2,1
7432,ITC1,UKJ2,1
7433,ITD5,UKJ2,1
7434,BE31,UKJ3,1
7435,DE12,UKJ3,1
7436,DE72,UKJ3,1
7437,DE73,UKJ3,1
7438,DEA1,UKJ3,1
7439,DEA2,UKJ3,2
7440,FR10,UKJ3,1
7441,FR22,UKJ3,1
7442,FR23,UKJ3,2
7443,FR25,UKJ3,3
7444,FR30,UKJ3,1
7445,FR52,UKJ3,4
7446,FR63,UKJ3,1
7447,FR82,UKJ3,1
7448,ITC4,UKJ3,1
7449,ITD3,UKJ3,1
7450,ITD4,UKJ3,1
7451,PL41,UKJ3,1
7452,BE25,UKJ4,1
7453,BE32,UKJ4,1
7454,DE71,UKJ4,3
7455,DEA2,UKJ4,2
7456,DEA3,UKJ4,2
7457,DEB1,UKJ4,1
7458,DK01,UKJ4,1
7459,EE00,UKJ4,1
7460,FR10,UKJ4,2
7461,FR21,UKJ4,1
7462,FR22,UKJ4,1
7463,FR30,UKJ4,6
7464,HU21,UKJ4,1
7465,ITE1,UKJ4,1
7466,LT00,UKJ4,1
7467,NL34,UKJ4,1
7468,DE14,UKK1,1
7469,DE27,UKK1,1
7470,DE91,UKK1,3
7471,DE92,UKK1,3
7472,DE94,UKK1,2
7473,DEA1,UKK1,1
7474,DEB2,UKK1,1
7475,DEF0,UKK1,2
7476,ES41,UKK1,1
7477,FI1A,UKK1,1
7478,FR10,UKK1,1
7479,FR24,UKK1,2
7480,FR25,UKK1,1
7481,FR41,UKK1,1
7482,FR51,UKK1,2
7483,FR53,UKK1,1
7484,FR61,UKK1,3
7485,FR62,UKK1,1
7486,FR71,UKK1,4
7487,FR82,UKK1,1
7488,HU23,UKK1,1
7489,HU33,UKK1,1
7490,ITE3,UKK1,1
7491,ITF4,UKK1,1
7492,NL32,UKK1,1
7493,NL33,UKK1,1
7494,NL41,UKK1,1
7495,PL61,UKK1,1
7496,PL62,UKK1,1
7497,PT11,UKK1,1
7501,AT22,UKK2,1
7502,BE34,UKK2,1
7503,CH06,UKK2,2
7504,CZ03,UKK2,1
7505,CZ07,UKK2,1
7506,DE11,UKK2,1
7507,DE23,UKK2,1
7508,DE26,UKK2,1
7509,DE27,UKK2,1
7510,DE71,UKK2,2
7511,DE72,UKK2,1
7512,DE73,UKK2,2
7513,DEB3,UKK2,1
7514,EE00,UKK2,1
7515,FI18,UKK2,1
7516,FR10,UKK2,1
7517,FR23,UKK2,2
7518,FR25,UKK2,4
7519,FR51,UKK2,3
7520,FR52,UKK2,1
7521,FR82,UKK2,1
7522,HU21,UKK2,1
7523,HU22,UKK2,1
7524,IE01,UKK2,1
7525,ITC4,UKK2,2
7526,LT00,UKK2,1
7527,LU00,UKK2,1
7528,LV00,UKK2,1
7529,MT00,UKK2,1
7530,NL42,UKK2,1
7531,PL42,UKK2,1
7532,SE12,UKK2,1
7533,SK03,UKK2,1
7534,BG34,UKK3,1
7535,DEB1,UKK3,1
7536,DEF0,UKK3,1
7537,FR52,UKK3,2
7538,ITD5,UKK3,1
7539,DE11,UKK4,1
7540,DE71,UKK4,1
7541,DE92,UKK4,1
7542,DE93,UKK4,2
7543,DEA2,UKK4,2
7544,ES21,UKK4,1
7545,FR21,UKK4,1
7546,FR25,UKK4,4
7547,FR52,UKK4,4
7548,ITC1,UKK4,1
7549,ITE4,UKK4,1
7550,PL63,UKK4,1
7551,CZ03,UKL1,1
7552,DE11,UKL1,4
7553,DE12,UKL1,2
7554,DE14,UKL1,2
7555,DE71,UKL1,1
7556,ES11,UKL1,1
7557,FR10,UKL1,1
7558,FR51,UKL1,1
7559,FR52,UKL1,2
7560,FR61,UKL1,4
7561,FR71,UKL1,2
7562,IE02,UKL1,3
7563,ITD4,UKL1,1
7564,MT00,UKL1,1
7565,NL33,UKL1,1
7566,PL11,UKL1,1
7567,PL61,UKL1,1
7568,SI01,UKL1,1
7570,BG41,UKL2,1
7571,DE11,UKL2,2
7572,DEA5,UKL2,1
7573,FR24,UKL2,1
7574,FR41,UKL2,1
7575,FR51,UKL2,1
7576,FR52,UKL2,1
7577,ITF3,UKL2,1
7578,PL22,UKL2,1
7580,DE21,UKM2,2
7581,DE26,UKM2,1
7582,DE94,UKM2,1
7583,DK05,UKM2,1
7584,ES23,UKM2,1
7585,ES41,UKM2,1
7586,FR10,UKM2,2
7587,FR24,UKM2,2
7588,FR30,UKM2,1
7589,FR52,UKM2,1
7590,FR72,UKM2,1
7591,FR82,UKM2,1
7592,ITE1,UKM2,2
7593,LT00,UKM2,1
7594,NO06,UKM2,1
7595,PL21,UKM2,1
7596,BE33,UKM3,1
7597,DE24,UKM3,1
7598,DE25,UKM3,1
7599,DK01,UKM3,2
7600,ES12,UKM3,1
7601,ES51,UKM3,1
7602,FR24,UKM3,1
7603,FR53,UKM3,1
7604,FR61,UKM3,1
7605,FR71,UKM3,1
7606,FR81,UKM3,1
7607,FR82,UKM3,1
7608,ITC1,UKM3,1
7609,ITE1,UKM3,1
7610,ITE4,UKM3,2
7611,DE23,UKM5,1
7612,FR10,UKM5,1
7613,FR53,UKM5,1
7614,FR72,UKM5,1
7615,NO04,UKM5,1
7616,DE22,UKM6,1
7617,AT34,UKN0,1
7618,BG32,UKN0,1
7619,BG34,UKN0,1
7620,DEA2,UKN0,1
7621,DEA4,UKN0,1
7622,FI1A,UKN0,1
7623,FR10,UKN0,1
