UID,i,j,fij
5065,ES51,ITE1,5
5066,ES52,ITE1,2
5067,ES61,ITE1,6
5068,FI18,ITE1,1
5069,FR10,ITE1,8
5070,FR21,ITE1,5
5071,FR22,ITE1,1
5072,FR23,ITE1,1
5073,FR25,ITE1,2
5074,FR26,ITE1,2
5075,FR30,ITE1,2
5076,FR41,ITE1,5
5077,FR42,ITE1,1
5078,FR51,ITE1,1
5079,FR52,ITE1,1
5080,FR53,ITE1,2
5081,FR61,ITE1,3
5082,FR62,ITE1,1
5083,FR71,ITE1,7
5084,FR72,ITE1,2
5085,FR81,ITE1,5
5086,FR82,ITE1,15
5087,FR83,ITE1,1
5088,GR30,ITE1,1
5089,HU10,ITE1,1
5090,HU31,ITE1,2
5103,LU00,ITE1,1
5104,LV00,ITE1,1
5105,NL33,ITE1,1
5106,NO05,ITE1,1
5107,PL11,ITE1,1
5108,PL21,ITE1,2
5109,PL32,ITE1,1
5110,PL42,ITE1,1
5111,PL52,ITE1,2
5112,PT16,ITE1,1
5113,RO21,ITE1,1
5114,SE22,ITE1,1
5115,SE33,ITE1,1
5116,SI02,ITE1,1
5117,UKD5,ITE1,1
5118,UKH2,ITE1,1
5119,UKJ1,ITE1,1
5120,UKJ4,ITE1,1
5121,UKM2,ITE1,2
5122,UKM3,ITE1,1
5123,BE32,ITE2,1
5124,CZ05,ITE2,1
5125,DE12,ITE2,1
5126,DE13,ITE2,1
5127,DE14,ITE2,1
5128,DE42,ITE2,1
5129,ES11,ITE2,1
5130,ES52,ITE2,1
5131,ES62,ITE2,1
5132,FI19,ITE2,1
5133,FR10,ITE2,3
5134,FR24,ITE2,1
5135,FR26,ITE2,1
5136,FR71,ITE2,2
5137,FR82,ITE2,2
5138,GR24,ITE2,1
5139,HU21,ITE2,1
5147,PL21,ITE2,1
5148,PL51,ITE2,1
5149,PL52,ITE2,1
5150,RO12,ITE2,1
5151,RO22,ITE2,1
5152,SK01,ITE2,1
5153,AT22,ITE3,1
5154,AT31,ITE3,1
5155,DE12,ITE3,4
5156,DE13,ITE3,1
5157,DE21,ITE3,3
5158,DE23,ITE3,1
5159,DE25,ITE3,1
5160,DEB2,ITE3,1
5161,FR10,ITE3,7
5162,FR24,ITE3,2
5163,FR26,ITE3,2
5164,FR51,ITE3,1
5165,FR62,ITE3,2
5166,FR71,ITE3,1
5167,FR82,ITE3,1
5168,GR22,ITE3,1
5169,HU21,ITE3,1
5170,HU33,ITE3,1
5171,IE01,ITE3,1
5181,PL21,ITE3,2
5182,PL22,ITE3,1
5183,PL61,ITE3,1
5184,RO12,ITE3,2
5185,RO22,ITE3,2
5186,SI02,ITE3,1
5187,SK03,ITE3,1
5188,SK04,ITE3,1
5189,UKD2,ITE3,1
5190,UKH2,ITE3,2
5191,UKK1,ITE3,1
5192,AT11,ITE4,1
5193,AT12,ITE4,1
5194,AT22,ITE4,1
5195,AT31,ITE4,1
5196,AT33,ITE4,1
5197,BE23,ITE4,1
5198,BG42,ITE4,1
5199,CH05,ITE4,1
5200,CY00,ITE4,1
5201,CZ04,ITE4,1
5202,DE13,ITE4,1
5203,DE21,ITE4,4
5204,DE24,ITE4,1
5205,DE27,ITE4,2
5206,DE71,ITE4,3
5207,DE91,ITE4,1
5208,DE92,ITE4,1
5209,DE94,ITE4,1
5210,DED2,ITE4,1
5211,DEE0,ITE4,1
5212,EE00,ITE4,1
5213,ES23,ITE4,1
5214,ES24,ITE4,1
5215,ES30,ITE4,2
5216,ES51,ITE4,1
5217,ES52,ITE4,2
5218,ES61,ITE4,3
5219,FR10,ITE4,8
5220,FR24,ITE4,1
5221,FR25,ITE4,2
5222,FR41,ITE4,1
5223,FR43,ITE4,2
5224,FR51,ITE4,2
5225,FR52,ITE4,1
5226,FR61,ITE4,2
5227,FR71,ITE4,1
5228,FR72,ITE4,1
5229,FR81,ITE4,1
5230,FR82,ITE4,4
5231,GR41,ITE4,1
5232,HU21,ITE4,1
5233,HU31,ITE4,1
5234,HU33,ITE4,1
5235,IE02,ITE4,2
5247,LT00,ITE4,2
5248,LU00,ITE4,2
5249,LV00,ITE4,1
5250,MT00,ITE4,1
5251,NO02,ITE4,1
5252,PL21,ITE4,3
5253,PL22,ITE4,1
5254,PL41,ITE4,1
5255,PL42,ITE4,3
5256,PL51,ITE4,1
5257,RO12,ITE4,1
5258,RO21,ITE4,6
5259,SE11,ITE4,1
5260,UKD5,ITE4,1
5261,UKI1,ITE4,1
5262,UKK4,ITE4,1
5263,UKM3,ITE4,2
5264,AT31,ITF1,1
5265,BE32,ITF1,1
5266,BE34,ITF1,1
5267,BE35,ITF1,1
5268,CH01,ITF1,1
5269,CZ05,ITF1,1
5270,DE13,ITF1,1
5271,DE22,ITF1,1
5272,DE27,ITF1,4
5273,DE42,ITF1,1
5274,DEC0,ITF1,1
5275,ES41,ITF1,1
5276,ES42,ITF1,1
5277,FI1A,ITF1,1
5278,FR10,ITF1,3
5279,FR22,ITF1,1
5280,FR24,ITF1,1
5281,FR30,ITF1,1
5282,FR61,ITF1,1
5283,HU10,ITF1,2
5296,MT00,ITF1,1
5297,PL11,ITF1,1
5298,PL43,ITF1,3
5299,RO11,ITF1,1
5300,RO22,ITF1,1
5301,BE33,ITF2,2
5302,FI18,ITF2,1
5305,PL21,ITF2,1
5306,PL22,ITF2,1
5307,DE11,ITF3,1
5308,DE42,ITF3,2
5309,DE71,ITF3,1
5310,DE91,ITF3,1
5311,DEA5,ITF3,1
5312,DEC0,ITF3,1
5313,DED2,ITF3,1
5314,ES11,ITF3,1
5315,ES24,ITF3,1
5316,ES42,ITF3,2
5317,ES43,ITF3,1
5318,ES51,ITF3,1
5319,ES62,ITF3,1
5320,FR23,ITF3,1
5321,FR53,ITF3,1
5322,FR62,ITF3,1
5323,FR71,ITF3,2
5324,FR81,ITF3,1
5325,FR82,ITF3,2
5326,GR25,ITF3,1
5327,GR30,ITF3,1
5328,HU31,ITF3,1
5342,LT00,ITF3,1
5343,NO03,ITF3,1
5344,PL12,ITF3,1
5345,PL21,ITF3,1
5346,PL43,ITF3,1
5347,PT16,ITF3,1
5348,PT17,ITF3,1
5349,RO12,ITF3,1
5350,RO22,ITF3,1
5351,RO31,ITF3,2
5352,SK03,ITF3,1
5353,UKD5,ITF3,1
5354,UKL2,ITF3,1
5355,BE32,ITF4,1
5356,BE33,ITF4,1
5357,CH02,ITF4,2
5358,DE11,ITF4,1
5359,DED2,ITF4,1
5360,DEE0,ITF4,1
5361,ES22,ITF4,1
5362,ES41,ITF4,1
5363,ES43,ITF4,1
5364,ES52,ITF4,1
5365,ES61,ITF4,3
5366,ES62,ITF4,1
5367,FR10,ITF4,1
5368,FR23,ITF4,1
5369,FR52,ITF4,2
5370,FR71,ITF4,3
5371,GR21,ITF4,1
5372,GR22,ITF4,3
5373,GR23,ITF4,1
5389,PL12,ITF4,1
5390,PL21,ITF4,1
5391,PL41,ITF4,1
5392,PL51,ITF4,2
5393,PL62,ITF4,1
5394,RO22,ITF4,1
5395,RO31,ITF4,1
5396,RO41,ITF4,1
5397,RO42,ITF4,1
5398,UKK1,ITF4,1
5399,DE21,ITF5,1
5400,DE26,ITF5,1
5401,FI19,ITF5,1
5413,RO22,ITF5,1
5414,DE13,ITF6,1
5415,FR82,ITF6,1
5416,GR23,ITF6,1
5417,GR30,ITF6,1
5418,HU31,ITF6,1
5433,LT00,ITF6,1
5434,MT00,ITF6,1
5435,PL34,ITF6,1
5436,BE32,ITG1,1
5437,CH01,ITG1,1
5438,CH04,ITG1,1
5439,CZ04,ITG1,1
5440,DE12,ITG1,1
5441,DE71,ITG1,2
5442,DEA5,ITG1,3
5443,ES21,ITG1,1
5444,ES61,ITG1,1
5445,ES63,ITG1,1
5446,FR25,ITG1,1
5447,FR30,ITG1,2
5448,FR51,ITG1,1
5449,FR61,ITG1,2
5450,FR71,ITG1,4
5451,GR13,ITG1,1
5452,GR14,ITG1,1
5453,GR25,ITG1,1
5454,GR41,ITG1,1
5455,HU32,ITG1,1
5456,IE02,ITG1,1
5468,LV00,ITG1,1
5469,MT00,ITG1,3
5470,PL21,ITG1,1
5471,PL63,ITG1,1
5472,RO12,ITG1,1
5473,RO22,ITG1,1
5474,RO31,ITG1,2
5475,RO42,ITG1,1
5476,SE11,ITG1,1
5477,DEA1,ITG2,2
5478,ES24,ITG2,1
5479,ES51,ITG2,2
5480,ES52,ITG2,2
5481,ES53,ITG2,1
5482,FR41,ITG2,1
5483,FR83,ITG2,2
5484,HU31,ITG2,1
5496,RO42,ITG2,1
5497,AT22,LT00,1
5498,AT32,LT00,1
5499,BE10,LT00,1
5500,BE34,LT00,1
5501,BG32,LT00,1
5502,CZ03,LT00,3
5503,CZ04,LT00,1
5504,CZ06,LT00,1
5505,CZ08,LT00,1
5506,DE11,LT00,1
5507,DE12,LT00,1
5508,DE23,LT00,1
5509,DEA1,LT00,2
5510,DEA3,LT00,1
5511,DEA5,LT00,2
5512,DEE0,LT00,1
5513,DEF0,LT00,2
5514,DEG0,LT00,3
5515,DK03,LT00,2
5516,DK05,LT00,1
5517,EE00,LT00,9
5518,FI13,LT00,1
5519,FI18,LT00,4
5520,FI19,LT00,1
5521,FR25,LT00,1
5522,FR71,LT00,3
5523,GR30,LT00,1
5524,HU10,LT00,1
5525,HU22,LT00,1
5526,HU32,LT00,2
5527,IE01,LT00,1
5528,IS00,LT00,1
5529,ITC1,LT00,1
5530,ITC4,LT00,3
5531,ITD3,LT00,1
5532,ITE4,LT00,2
5533,ITF3,LT00,1
5534,ITF6,LT00,1
5535,LU00,LT00,1
5536,LV00,LT00,11
5537,MT00,LT00,1
5538,NL41,LT00,1
5539,NL42,LT00,1
5540,NO01,LT00,2
5541,PL11,LT00,2
5542,PL12,LT00,4
5543,PL21,LT00,2
5544,PL22,LT00,3
5545,PL31,LT00,2
5546,PL34,LT00,7
5547,PL41,LT00,3
5548,PL42,LT00,3
5549,PL51,LT00,2
5550,PL52,LT00,2
5551,PL61,LT00,3
5552,PL62,LT00,5
5553,PL63,LT00,4
5554,PT17,LT00,1
5555,RO31,LT00,1
5556,SE12,LT00,3
5557,SE21,LT00,1
5558,SE22,LT00,4
5559,SK03,LT00,1
5560,SK04,LT00,1
5561,UKJ4,LT00,1
5562,UKK2,LT00,1
5563,UKM2,LT00,1
5564,AT12,LU00,1
5565,AT22,LU00,1
5566,AT31,LU00,1
5567,AT33,LU00,1
5568,BE31,LU00,1
5569,BE33,LU00,1
5570,BE34,LU00,2
5571,CH01,LU00,1
5572,CZ01,LU00,1
5573,CZ03,LU00,1
5574,DE23,LU00,1
5575,DE71,LU00,2
5576,DEA2,LU00,1
5577,DEA3,LU00,1
5578,DEB2,LU00,1
5579,EE00,LU00,1
5580,FI18,LU00,1
5581,FR10,LU00,1
5582,FR25,LU00,2
5583,FR30,LU00,1
5584,FR41,LU00,4
5585,HU22,LU00,1
5586,HU31,LU00,1
5587,IE01,LU00,1
5588,ITC1,LU00,1
5589,ITC4,LU00,1
5590,ITD3,LU00,3
5591,ITD4,LU00,1
5592,ITE1,LU00,1
5593,ITE4,LU00,2
5594,LT00,LU00,1
5595,LV00,LU00,1
5596,MT00,LU00,1
5597,NL33,LU00,1
5598,NL42,LU00,1
5599,PL42,LU00,1
5600,PT11,LU00,1
5601,PT17,LU00,1
5602,SE12,LU00,1
5603,SI01,LU00,1
5604,SK03,LU00,1
5605,UKK2,LU00,1
5606,AT22,LV00,1
5607,BE34,LV00,1
5608,CZ03,LV00,1
5609,DE12,LV00,1
5610,DE23,LV00,1
5611,DE42,LV00,1
5612,DE50,LV00,1
5613,DE71,LV00,3
5614,DE80,LV00,3
5615,DEA1,LV00,1
5616,DEA4,LV00,1
5617,DK02,LV00,1
5618,DK03,LV00,1
5619,DK05,LV00,1
5620,EE00,LV00,10
5621,FI19,LV00,1
5622,FR10,LV00,1
5623,FR24,LV00,1
5624,FR25,LV00,2
5625,FR52,LV00,1
5626,FR61,LV00,1
5627,HU22,LV00,1
5628,IE01,LV00,1
5629,ITC4,LV00,1
5630,ITE1,LV00,1
5631,ITE4,LV00,1
5632,ITG1,LV00,1
5633,LT00,LV00,11
5634,LU00,LV00,1
5635,MT00,LV00,1
5636,NL21,LV00,1
5637,NL32,LV00,1
5638,NL42,LV00,1
5639,NO04,LV00,1
5640,PL11,LV00,1
5641,PL12,LV00,2
5642,PL22,LV00,1
5643,PL34,LV00,1
5644,PL42,LV00,2
5645,PL61,LV00,1
5646,PL62,LV00,1
5647,PL63,LV00,1
5648,SE11,LV00,5
5649,SE12,LV00,5
5650,SE33,LV00,1
5651,SK03,LV00,1
5652,UKJ1,LV00,1
5653,UKK2,LV00,1
5654,AT22,MT00,1
5655,BE34,MT00,1
5656,BG32,MT00,1
5657,CY00,MT00,1
5658,CZ03,MT00,1
5659,DE23,MT00,1
5660,DE41,MT00,1
5661,DEB1,MT00,1
5662,EE00,MT00,1
5663,FI18,MT00,1
5664,FR25,MT00,1
5665,HU22,MT00,1
5666,IE01,MT00,1
5667,ITC1,MT00,3
5668,ITC4,MT00,2
5669,ITE4,MT00,1
5670,ITF1,MT00,1
5671,ITF6,MT00,1
5672,ITG1,MT00,3
5673,LT00,MT00,1
5674,LU00,MT00,1
5675,LV00,MT00,1
5676,NL42,MT00,1
5677,PL42,MT00,1
5678,SE12,MT00,1
5679,SK03,MT00,1
5680,UKK2,MT00,1
5681,UKL1,MT00,1
5682,AT22,NL11,1
5683,BE23,NL11,2
5684,CZ07,NL11,1
5685,DE94,NL11,1
5686,DEF0,NL11,2
5687,DK03,NL11,1
5688,EE00,NL11,1
5689,FR26,NL11,1
5690,FR71,NL11,1
5691,ITD5,NL11,2
5692,PL22,NL11,2
5693,PL41,NL11,1
5694,PL43,NL11,1
5695,UKC2,NL11,1
5696,ES51,NL12,1
5697,BG32,NL13,1
5698,DE94,NL13,1
5699,PL41,NL13,1
5700,SK03,NL13,1
5701,BE23,NL21,1
5702,CZ03,NL21,1
5703,DE71,NL21,1
5704,DEA3,NL21,3
5705,DEA5,NL21,3
5706,EE00,NL21,1
5707,FR10,NL21,1
5708,HU10,NL21,1
5709,HU21,NL21,1
5710,LV00,NL21,1
5711,PL52,NL21,1
5712,PL61,NL21,1
5713,UKD4,NL21,1
5714,CZ05,NL22,1
5715,DEA5,NL22,1
5716,ITC1,NL22,1
5717,PL42,NL22,1
5718,PL51,NL22,1
5719,RO12,NL22,1
5720,RO31,NL22,2
5721,CZ03,NL23,1
5722,DEF0,NL23,1
5723,DK05,NL23,1
5724,EE00,NL23,1
5725,SE21,NL23,1
5726,UKD4,NL23,1
5727,UKJ1,NL23,1
5728,CZ05,NL31,1
5729,CZ06,NL31,1
5730,RO12,NL31,2
5731,BE10,NL32,1
5732,BG33,NL32,1
5733,CZ02,NL32,1
5734,CZ06,NL32,1
5735,DE30,NL32,1
5736,DE71,NL32,1
5737,DE94,NL32,1
5738,DEA2,NL32,1
5739,DED1,NL32,1
5740,FR10,NL32,3
5741,FR21,NL32,1
5742,FR51,NL32,1
5743,HU21,NL32,2
5744,HU33,NL32,1
5745,LV00,NL32,1
5746,PL41,NL32,1
5747,UKD3,NL32,1
5748,UKF1,NL32,1
5749,UKK1,NL32,1
5750,BE21,NL33,2
5751,BE23,NL33,1
5752,BE33,NL33,1
5753,BG34,NL33,1
5754,CH03,NL33,1
5755,CZ01,NL33,1
5756,CZ07,NL33,1
5757,DE11,NL33,1
5758,DEA1,NL33,2
5759,DEA2,NL33,2
5760,DEA3,NL33,1
5761,DED1,NL33,1
5762,DED2,NL33,1
5763,DEF0,NL33,2
5764,FR30,NL33,1
5765,FR71,NL33,1
5766,FR83,NL33,1
5767,HU33,NL33,1
5768,ITC1,NL33,1
5769,ITD4,NL33,1
5770,ITE1,NL33,1
5771,LU00,NL33,1
5772,NO01,NL33,1
5773,NO03,NL33,1
5774,PL12,NL33,2
5775,PL61,NL33,1
5776,PL63,NL33,1
5777,RO22,NL33,1
5778,SI01,NL33,1
5779,SK01,NL33,1
5780,SK02,NL33,1
5781,SK04,NL33,1
5782,UKE1,NL33,1
5783,UKH1,NL33,1
5784,UKJ1,NL33,1
5785,UKK1,NL33,1
5786,UKL1,NL33,1
5787,BE24,NL34,1
5788,DE71,NL34,1
5789,PL51,NL34,1
5790,PL62,NL34,1
5791,UKJ4,NL34,1
5792,BE10,NL41,1
5793,BE23,NL41,1
5794,BE24,NL41,2
5795,DE26,NL41,1
5796,DEA5,NL41,1
5797,DEB2,NL41,1
5798,FR25,NL41,1
5799,LT00,NL41,1
5800,PL31,NL41,1
5801,PL34,NL41,1
5802,PL42,NL41,1
5803,PL43,NL41,3
5804,PL51,NL41,1
5805,RO22,NL41,1
5806,UKK1,NL41,1
5807,AT21,NL42,1
5808,AT22,NL42,1
5809,BE33,NL42,1
5810,BE34,NL42,1
5811,CZ03,NL42,2
5812,DE23,NL42,1
5813,DE24,NL42,2
5814,DEA1,NL42,2
5815,DEB1,NL42,1
5816,EE00,NL42,1
5817,FI18,NL42,1
5818,FR25,NL42,1
5819,HU22,NL42,1
5820,IE01,NL42,1
5821,ITC4,NL42,1
5822,LT00,NL42,1
5823,LU00,NL42,1
5824,LV00,NL42,1
5825,MT00,NL42,1
5826,PL21,NL42,1
5827,PL42,NL42,2
5828,SE12,NL42,1
5829,SK03,NL42,1
5830,SK04,NL42,1
5831,UKK2,NL42,1
5832,DE21,NO01,1
5833,DK01,NO01,1
5834,EE00,NO01,2
5835,FI18,NO01,7
5836,FI19,NO01,2
5837,IS00,NO01,2
5838,ITD3,NO01,1
5839,LT00,NO01,2
5840,NL33,NO01,1
5841,PL12,NO01,1
5842,PL22,NO01,1
5843,SE11,NO01,4
5844,SE12,NO01,1
5845,SE21,NO01,1
5846,SE22,NO01,1
5847,SE23,NO01,2
5848,UKI1,NO01,1
5849,DE80,NO02,1
5850,DEA1,NO02,1
5851,DEG0,NO02,1
5852,DK01,NO02,1
5853,DK02,NO02,2
5854,DK04,NO02,1
5855,FI13,NO02,2
5856,FI18,NO02,1
5857,FI19,NO02,3
5858,FI1A,NO02,1
5859,FR71,NO02,1
5860,IS00,NO02,2
5861,ITE4,NO02,1
5862,SE12,NO02,1
5863,SE22,NO02,1
5864,SE31,NO02,5
5865,UKE2,NO02,1
5866,DEF0,NO03,1
5867,DK01,NO03,3
5868,DK02,NO03,2
5869,DK04,NO03,2
5870,DK05,NO03,2
5871,EE00,NO03,2
5872,ES41,NO03,1
5873,FI13,NO03,2
5874,FI18,NO03,8
5875,FI19,NO03,4
5876,IS00,NO03,3
5877,ITC3,NO03,1
5878,ITD5,NO03,1
5879,ITF3,NO03,1
5880,NL33,NO03,1
5881,PT18,NO03,1
5882,SE11,NO03,3
5883,SE12,NO03,7
5884,SE21,NO03,2
5885,SE22,NO03,2
5886,SE23,NO03,2
5887,SE31,NO03,2
5888,SE32,NO03,1
5889,UKC2,NO03,1
5890,DE94,NO04,1
5891,DEA3,NO04,1
5892,DK03,NO04,1
5893,DK04,NO04,1
5894,DK05,NO04,1
5895,EE00,NO04,1
5896,FI13,NO04,1
5897,FI18,NO04,3
5898,FI19,NO04,1
5899,FR24,NO04,1
5900,IS00,NO04,3
5901,LV00,NO04,1
5902,PL63,NO04,1
5903,SE12,NO04,2
5904,SE21,NO04,2
5905,SE22,NO04,1
5906,SE23,NO04,1
5907,UKC2,NO04,1
5908,UKH3,NO04,1
5909,UKM5,NO04,1
5910,DEF0,NO05,1
5911,DK03,NO05,2
5912,DK04,NO05,2
5913,ES61,NO05,1
5914,FI18,NO05,3
5915,FI1A,NO05,1
5916,FR23,NO05,2
5917,IS00,NO05,2
5918,ITE1,NO05,1
5919,SE23,NO05,1
5920,UKC2,NO05,1
5921,AT22,NO06,1
5922,DE71,NO06,1
5923,DK03,NO06,1
5924,FI19,NO06,1
5925,IS00,NO06,1
5926,SE12,NO06,1
5927,SE32,NO06,2
5928,UKM2,NO06,1
5929,DE27,NO07,1
5930,DK01,NO07,1
5931,FI13,NO07,1
5932,FI19,NO07,1
5933,FI1A,NO07,6
5934,PL21,NO07,1
5935,SE33,NO07,4
5936,UKE1,NO07,1
5937,BG34,PL11,1
5938,CH01,PL11,1
5939,CZ06,PL11,1
5940,DE11,PL11,2
5941,DE12,PL11,1
5942,DE91,PL11,1
5943,DEA3,PL11,1
5944,DED1,PL11,2
5945,DED3,PL11,1
5946,DEE0,PL11,1
5947,DEG0,PL11,1
5948,ES61,PL11,1
5949,ES62,PL11,1
5950,FR10,PL11,1
5951,FR71,PL11,1
5952,HU22,PL11,1
5953,HU32,PL11,1
5954,HU33,PL11,3
5955,IE01,PL11,1
5956,ITE1,PL11,1
5957,ITF1,PL11,1
5958,LT00,PL11,2
5959,LV00,PL11,1
5962,PT17,PL11,2
5963,SE12,PL11,1
5964,SI01,PL11,1
5965,SK02,PL11,1
5966,SK04,PL11,1
5967,UKF3,PL11,1
5968,UKL1,PL11,1
5969,AT12,PL12,1
5970,AT13,PL12,1
5971,BG34,PL12,1
5972,CZ07,PL12,1
5973,DE11,PL12,1
5974,DE23,PL12,1
5975,DE25,PL12,1
5976,DE30,PL12,1
5977,DE71,PL12,1
5978,DE94,PL12,1
5979,DEA1,PL12,1
5980,DEE0,PL12,1
5981,DEG0,PL12,1
5982,EE00,PL12,1
5983,ES30,PL12,1
5984,ES42,PL12,1
5985,FR10,PL12,3
5986,FR24,PL12,1
5987,FR26,PL12,2
5988,FR71,PL12,2
5989,FR82,PL12,1
5990,HU10,PL12,1
5991,HU21,PL12,1
5992,HU31,PL12,1
5993,HU32,PL12,1
5994,ITC4,PL12,1
5995,ITD3,PL12,1
5996,ITF3,PL12,1
5997,ITF4,PL12,1
5998,LT00,PL12,4
5999,LV00,PL12,2
6000,NL33,PL12,2
6001,NO01,PL12,1
6003,RO31,PL12,2
6004,SE11,PL12,1
6005,SK02,PL12,1
6006,SK03,PL12,3
6007,SK04,PL12,1
6008,UKG3,PL12,1
6009,AT33,PL21,1
6010,BE21,PL21,1
6011,BE24,PL21,1
6012,BG32,PL21,2
6013,BG42,PL21,1
6014,CH02,PL21,1
6015,CZ06,PL21,1
6016,CZ07,PL21,1
6017,DE21,PL21,1
6018,DE25,PL21,1
6019,DE71,PL21,2
6020,DE92,PL21,2
6021,DEA2,PL21,2
6022,DEA4,PL21,1
6023,DEA5,PL21,4
6024,DED3,PL21,1
6025,DEG0,PL21,3
6026,ES61,PL21,1
6027,FR10,PL21,1
6028,FR24,PL21,2
6029,FR30,PL21,3
6030,FR41,PL21,1
6031,FR51,PL21,1
6032,FR61,PL21,1
6033,HU10,PL21,1
6034,HU31,PL21,1
6035,HU32,PL21,3
6036,HU33,PL21,3
6037,ITC3,PL21,1
6038,ITC4,PL21,1
6039,ITD3,PL21,2
6040,ITE1,PL21,2
6041,ITE2,PL21,1
6042,ITE3,PL21,2
6043,ITE4,PL21,3
6044,ITF2,PL21,1
6045,ITF3,PL21,1
6046,ITF4,PL21,1
6047,ITG1,PL21,1
6048,LT00,PL21,2
6049,NL42,PL21,1
6050,NO07,PL21,1
6054,SE23,PL21,1
6055,SK01,PL21,1
6056,SK02,PL21,2
6057,SK03,PL21,1
6058,SK04,PL21,6
6059,UKD4,PL21,1
6060,UKM2,PL21,1
6061,AT12,PL22,1
6062,AT22,PL22,1
6063,AT31,PL22,1
6064,BE22,PL22,1
6065,BE24,PL22,1
6066,CH06,PL22,1
6067,CZ02,PL22,1
6068,CZ04,PL22,1
6069,CZ06,PL22,1
6070,CZ07,PL22,6
6071,CZ08,PL22,16
6072,DE12,PL22,1
6073,DE13,PL22,2
6074,DE21,PL22,4
6075,DE22,PL22,2
6076,DE23,PL22,1
6077,DE30,PL22,1
6078,DE72,PL22,1
6079,DE91,PL22,2
6080,DEA1,PL22,4
6081,DEA2,PL22,4
6082,DEA3,PL22,4
6083,DEA5,PL22,1
6084,DED1,PL22,1
6085,DEE0,PL22,4
6086,DK03,PL22,3
6087,FI18,PL22,1
6088,FI19,PL22,1
6089,FR22,PL22,1
6090,FR30,PL22,7
6091,FR43,PL22,1
6092,FR62,PL22,2
6093,FR71,PL22,2
6094,FR72,PL22,1
6095,GR14,PL22,1
6096,HU10,PL22,1
6097,HU21,PL22,1
6098,HU23,PL22,1
6099,HU31,PL22,5
6100,HU32,PL22,2
6101,HU33,PL22,3
6102,ITC4,PL22,1
6103,ITE3,PL22,1
6104,ITE4,PL22,1
6105,ITF2,PL22,1
6106,LT00,PL22,3
6107,LV00,PL22,1
6108,NL11,PL22,2
6109,NO01,PL22,1
6115,PT16,PL22,1
6116,RO11,PL22,2
6117,RO21,PL22,2
6118,SE11,PL22,1
6119,SE22,PL22,1
6120,SK02,PL22,3
6121,SK03,PL22,5
6122,SK04,PL22,5
6123,UKE3,PL22,1
6124,UKL2,PL22,1
6125,AT12,PL31,1
6126,BG41,PL31,1
6127,CZ04,PL31,2
6128,DE11,PL31,3
6129,DE30,PL31,2
6130,DE94,PL31,1
6131,DEA3,PL31,1
6132,DEE0,PL31,1
6133,DK02,PL31,1
6134,ES30,PL31,1
6135,FR22,PL31,2
6136,FR41,PL31,2
6137,FR51,PL31,1
6138,FR52,PL31,1
6139,FR53,PL31,1
6140,HU32,PL31,4
6141,ITC4,PL31,2
6142,LT00,PL31,2
6143,NL41,PL31,1
6144,PT16,PL31,2
6145,SK02,PL31,1
6146,SK04,PL31,2
6147,UKD4,PL31,1
6148,UKF2,PL31,1
6149,AT12,PL32,2
6150,AT21,PL32,1
6151,BE21,PL32,1
6152,CZ01,PL32,1
6153,CZ05,PL32,1
6154,CZ06,PL32,3
6155,CZ07,PL32,2
6156,DE22,PL32,1
6157,DE41,PL32,1
6158,DE71,PL32,1
6159,DE93,PL32,1
6160,DE94,PL32,2
6161,DEA4,PL32,3
6162,DEE0,PL32,1
6163,DEG0,PL32,1
6164,FR30,PL32,1
6165,FR52,PL32,2
6166,FR61,PL32,1
6167,FR82,PL32,1
6168,GR24,PL32,1
6169,HU22,PL32,3
6170,HU31,PL32,6
6171,HU32,PL32,4
6172,HU33,PL32,1
6173,IE02,PL32,1
6174,ITC1,PL32,1
6175,ITD3,PL32,1
6176,ITD5,PL32,1
6177,ITE1,PL32,1
6178,PT15,PL32,1
6179,PT16,PL32,1
6180,RO11,PL32,1
6181,SI02,PL32,1
6182,SK03,PL32,1
6183,SK04,PL32,11
6184,DE94,PL33,1
6185,DEG0,PL33,1
6186,FI1A,PL33,1
6187,FR82,PL33,1
6188,HU10,PL33,1
6190,SE23,PL33,1
6191,SE31,PL33,2
6192,SK02,PL33,1
6193,BE34,PL34,1
6194,DE41,PL34,1
6195,DE71,PL34,1
6196,DED1,PL34,1
6197,EE00,PL34,1
6198,FI18,PL34,1
6199,FR26,PL34,1
6200,FR30,PL34,1
6201,HU31,PL34,1
6202,ITC4,PL34,1
6203,ITF6,PL34,1
6204,LT00,PL34,7
6205,LV00,PL34,1
6206,NL41,PL34,1
6209,SK02,PL34,1
6210,AT12,PL41,1
6211,BE21,PL41,1
6212,BE22,PL41,1
6213,BE25,PL41,1
6214,BE32,PL41,2
6215,BG42,PL41,2
6216,CZ03,PL41,1
6217,CZ05,PL41,1
6218,CZ06,PL41,1
6219,DE11,PL41,1
6220,DE21,PL41,1
6221,DE41,PL41,1
6222,DE42,PL41,2
6223,DE71,PL41,2
6224,DE73,PL41,1
6225,DE80,PL41,2
6226,DE92,PL41,3
6227,DE93,PL41,3
6228,DE94,PL41,2
6229,DEA1,PL41,1
6230,DEA3,PL41,1
6231,DEA5,PL41,2
6232,DEB3,PL41,1
6233,DEC0,PL41,1
6234,DED3,PL41,1
6235,DEF0,PL41,2
6236,DEG0,PL41,4
6237,ES30,PL41,2
6238,ES51,PL41,1
6239,FI19,PL41,1
6240,FR10,PL41,2
